Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company,SMA_20,SMA_50,SMA_200
2018-11-29 00:00:00-05:00,43.829760572993,43.8633538041636,42.6395935832266,43.0835075378418,167080000,0.0,0.0,AAPL,43.0835075378418,43.0835075378418,43.0835075378418
2018-11-30 00:00:00-05:00,12.6287467813783,12.8608937518264,12.5977947375522,12.7757730484009,1587800,0.0,0.0,MFC,27.92964029312135,27.92964029312135,27.92964029312135
2018-12-03 00:00:00-05:00,13.0620846665412,13.0852998044856,12.8067240529329,12.8918447494507,1738500,0.0,0.0,MFC,22.917041778564467,22.917041778564467,22.917041778564467
2018-12-04 00:00:00-05:00,84.2708001119161,84.9837259940042,82.7627056386096,82.8815231323242,2854900,0.0,0.0,YUM,37.9081621170044,37.9081621170044,37.9081621170044
2018-12-06 00:00:00-05:00,82.0863420220112,84.0880043571764,81.8852608958692,83.6310043334961,3714900,0.0,0.0,YUM,47.05273056030274,47.05273056030274,47.05273056030274
2018-12-07 00:00:00-05:00,67.9046237738498,69.2333438252942,66.1873888794707,66.7235412597656,2914500,0.0,0.0,PRU,50.33119901021322,50.33119901021322,50.33119901021322
2018-12-10 00:00:00-05:00,66.669167766866,66.7779514785647,63.5921241471185,64.7265930175781,3405000,0.0,0.0,PRU,52.3876838684082,52.3876838684082,52.3876838684082
2018-12-11 00:00:00-05:00,11.7620691314753,11.8936186495553,11.4680173109418,11.4757556915283,2627000,0.0,0.0,MFC,47.27369284629821,47.27369284629821,47.27369284629821
2018-12-12 00:00:00-05:00,11.7079006695394,11.8704029543132,11.5608744062823,11.5763511657715,2205500,0.0,0.0,MFC,43.30732154846191,43.30732154846191,43.30732154846191
2018-12-13 00:00:00-05:00,11.5918279093911,11.7311158015804,11.4602791354009,11.491231918335,2341100,0.0,0.0,MFC,40.12571258544922,40.12571258544922,40.12571258544922
2018-12-14 00:00:00-05:00,63.4755714817618,64.6488823079487,63.4056357113088,64.0039520263672,2989000,0.0,0.0,PRU,42.29646162553267,42.29646162553267,42.29646162553267
2018-12-17 00:00:00-05:00,63.5765812005135,64.5323305110814,62.9860368628596,63.4289436340332,3010300,0.0,0.0,PRU,44.057501792907715,44.057501792907715,44.057501792907715
2018-12-18 00:00:00-05:00,63.6231918334961,64.8742101666723,63.0948113826623,63.6231918334961,3121500,0.0,0.0,PRU,45.56255487295297,45.56255487295297,45.56255487295297
2018-12-19 00:00:00-05:00,11.2745623407334,11.5608757836418,11.1430128212927,11.1971807479858,2918400,0.0,0.0,MFC,43.107885292598176,43.107885292598176,43.107885292598176
2018-12-20 00:00:00-05:00,2.09678053261016,2.11335585716886,2.06362988349276,2.08849287033081,12888700,0.0,0.0,LYG,40.37325913111369,40.37325913111369,40.37325913111369
2018-12-21 00:00:00-05:00,11.0811079682802,11.0811079682802,10.508481045444,10.578125,4064100,0.0,0.0,MFC,38.51106324791908,38.51106324791908,38.51106324791908
2018-12-24 00:00:00-05:00,60.3208276550586,61.3853607284498,59.5826516378589,59.6992073059082,1429000,0.0,0.0,PRU,39.757424663094916,39.757424663094916,39.757424663094916
2018-12-26 00:00:00-05:00,10.500741004667,10.8257455825806,10.3150243138515,10.8257455825806,1531000,0.0,0.0,MFC,38.150109158621895,38.150109158621895,38.150109158621895
2018-12-27 00:00:00-05:00,10.7251508299387,10.8721771240234,10.5239580802021,10.8721771240234,3834200,0.0,0.0,MFC,36.714428525221976,36.714428525221976,36.714428525221976
2018-12-28 00:00:00-05:00,10.9108675167059,11.0037258725876,10.7947940183743,10.8180084228516,2487400,0.0,0.0,MFC,35.419607520103455,35.419607520103455,35.419607520103455
2018-12-31 00:00:00-05:00,10.8412216639139,11.0656295024301,10.8412216639139,10.9805088043213,2988700,0.0,0.0,MFC,33.814457583427426,34.25584091459002,34.25584091459002
2019-01-02 00:00:00-05:00,62.115772235192,64.6411194155645,62.0458364613441,64.237060546875,2247700,0.0,0.0,PRU,36.38752195835114,35.61862362514842,35.61862362514842
2019-01-03 00:00:00-05:00,11.0424160901205,11.1894416231434,10.9418193620637,11.0501537322998,1923000,0.0,0.0,MFC,36.295437407493594,34.550429281981096,34.550429281981096
2019-01-04 00:00:00-05:00,11.2513478203281,11.5376612602751,11.2436094397416,11.4757556915283,2304400,0.0,0.0,MFC,32.725149035453796,33.58898454904556,33.58898454904556
2019-01-07 00:00:00-05:00,11.5686118922082,11.6150414291159,11.3906335996687,11.5531358718872,1972300,0.0,0.0,MFC,29.121255612373353,32.70755060195923,32.70755060195923
2019-01-08 00:00:00-05:00,11.6073055089081,11.8162373622953,11.5840911045227,11.7698078155518,2484100,0.0,0.0,MFC,26.37356894016266,31.902252802482018,31.902252802482018
2019-01-09 00:00:00-05:00,11.854926146846,12.1025491318631,11.854926146846,12.0870723724365,2560900,0.0,0.0,MFC,23.74159290790558,31.16835723099885,31.16835723099885
2019-01-10 00:00:00-05:00,12.0329065322876,12.1102881241323,11.9400481792904,12.0329065322876,1962700,0.0,0.0,MFC,23.769450449943548,30.48494827747345,30.48494827747345
2019-01-11 00:00:00-05:00,11.9477851398103,12.0715970080442,11.8549267921143,12.02516746521,1858300,0.0,0.0,MFC,23.79189126491547,29.848404111533334,29.848404111533334
2019-01-14 00:00:00-05:00,11.9245707991992,12.1644554188036,11.9245707991992,12.001953125,2043200,0.0,0.0,MFC,23.817427325248723,29.25352241198222,29.25352241198222
2019-01-15 00:00:00-05:00,12.0174284634157,12.2108835289349,11.9709996609558,12.1567163467407,1494000,0.0,0.0,MFC,21.225065541267394,28.702012538909912,28.702012538909912
2019-01-16 00:00:00-05:00,69.7073628817759,70.9272997847775,69.4742574310685,70.3056793212891,2172300,0.0,0.0,PRU,21.568902325630187,30.002127125859264,30.002127125859264
2019-01-17 00:00:00-05:00,69.9093635990833,71.1681479287442,69.4975388034156,70.841796875,1682700,0.0,0.0,PRU,21.929832577705383,31.23969287583322,31.23969287583322
2019-01-18 00:00:00-05:00,12.3966019708292,12.5358898655939,12.3037428823376,12.4585075378418,1886400,0.0,0.0,MFC,21.992898917198186,30.687305071774652,30.687305071774652
2019-01-22 00:00:00-05:00,12.2186234926795,12.2960058241079,12.1025507335095,12.1876707077026,1795500,0.0,0.0,MFC,22.497857809066776,30.158744089944022,30.158744089944022
2019-01-23 00:00:00-05:00,12.2960045309317,12.3192189327297,12.0948110807555,12.2186222076416,1115100,0.0,0.0,MFC,22.579882669448857,29.660407370991177,29.660407370991177
2019-01-24 00:00:00-05:00,12.1644553849465,12.2882665155052,12.0561202767215,12.0948114395142,1856100,0.0,0.0,MFC,20.199662876129157,29.185661535005313,29.185661535005313
2019-01-25 00:00:00-05:00,12.2263618734168,12.2650530391311,12.1180267570116,12.1876707077026,1408900,0.0,0.0,MFC,20.267759132385255,28.7383459869184,28.7383459869184
2019-01-28 00:00:00-05:00,12.1025510848915,12.2263622283936,12.0715982990159,12.2263622283936,2254900,0.0,0.0,MFC,20.335468387603765,28.314961787981865,28.314961787981865
2019-01-29 00:00:00-05:00,71.68877657586,72.0306656831925,70.7330272391912,70.7718811035156,1987300,0.0,0.0,PRU,23.333162021636962,29.37638477087021,29.37638477087021
2019-01-30 00:00:00-05:00,70.72524746101,71.2380899577078,69.8161240477003,70.9583587646484,2894800,0.0,0.0,PRU,26.33205451965332,30.390579258523335,30.390579258523335
2019-01-31 00:00:00-05:00,96.925966110033,97.5152930898218,96.0419756403498,96.2537612915039,1632200,0.0,0.0,FIS,27.932889556884767,31.958750259308587,31.958750259308587
2019-02-01 00:00:00-05:00,71.8985582613164,72.2715351312981,71.323557934683,72.2326812744141,2539300,0.0,0.0,PRU,30.99201593399048,32.89535330617151,32.89535330617151
2019-02-04 00:00:00-05:00,12.3579100943748,12.4430300596158,12.1876694259201,12.2186222076416,1778100,0.0,0.0,MFC,31.029159259796142,32.42542759938674,32.42542759938674
2019-02-05 00:00:00-05:00,54.6740808241133,55.2198043175281,54.5815832236228,55.1735572814941,2307700,0.0,0.0,LVS,33.210180330276486,32.930941592322455,32.930941592322455
2019-02-06 00:00:00-05:00,57.9244432309174,58.1544795635765,57.3051156814645,57.8005790710449,5278700,0.0,0.0,SYY,35.511718893051146,33.471585885338165,33.471585885338165
2019-02-07 00:00:00-05:00,12.1876714131768,12.2882681546677,12.1257658396398,12.2650537490845,2248100,0.0,0.0,MFC,35.520617961883545,33.02038307392851,33.02038307392851
2019-02-08 00:00:00-05:00,54.6093359756462,55.303052123116,54.0358614199401,54.5815849304199,2328600,0.0,0.0,LVS,37.64805188179016,33.46957477927208,33.46957477927208
2019-02-11 00:00:00-05:00,55.0533133382991,55.4510442078276,54.313350160719,55.1273078918457,2631500,0.0,0.0,LVS,39.80315890312195,33.911569332589906,33.911569332589906
2019-02-12 00:00:00-05:00,98.3440366381009,99.8449776964308,96.6589265072162,98.1138305664063,3944500,0.0,0.0,FIS,44.10875277519226,35.19561455726623,35.19561455726623
2019-02-13 00:00:00-05:00,56.0707620279665,56.3852468181535,55.5157905292473,55.8395233154297,2177500,0.0,0.0,LVS,46.29289312362671,35.450734872817996,35.60039708193611
2019-02-14 00:00:00-05:00,72.1394419778404,72.4813369783142,71.1914706253509,71.2380905151367,3567600,0.0,0.0,PRU,46.33951368331909,36.61998122215271,36.28573734026689
2019-02-15 00:00:00-05:00,98.7676070257042,100.600045241966,98.2335272962348,100.305381774902,3211800,0.0,0.0,FIS,47.81269292831419,38.36825196266174,37.493655159788304
2019-02-19 00:00:00-05:00,56.0245176622738,57.1992108013783,56.0245176622738,56.5609931945801,4914800,0.0,0.0,LVS,50.017817211151105,37.84184136390686,37.84675401228445
2019-02-20 00:00:00-05:00,73.8641941068666,74.8301977243206,73.5814598793412,74.6259994506836,2509200,0.0,0.0,PRU,53.13973364830016,37.66174126625061,38.51546756570988
2019-02-21 00:00:00-05:00,74.6966951339239,75.0422605635631,73.8877633253683,74.2097625732422,2063300,0.0,0.0,PRU,56.23929066658019,37.81146569252014,39.15286569084439
